date,source,sentence,depth
2009-11-05,nyt,"Moreover, security experts noted, it took a lot of ammunition to shoot 43 people, another indication of premeditation.",5
2009-11-05,nyt,It appeared certain that the shootings would generate a whole new look at questions of security on military posts of all the armed forces in the United States.,11
2009-11-05,nyt,Expressions of dismay were voiced by public officials across the country.,3
2009-11-05,nyt,"The Muslim Public Affairs Council, speaking for many American Muslims, condemned the shootings as a “heinous incident” and said, “We share the sentiment of our president.”

The council added, “Our entire organization extends its heartfelt condolences to the families of those killed as well as those wounded and their loved ones.”

General Cone said Fort Hood was “absolutely devastated.”

News of the shooting set off panic among families and friends of the base personnel.",6
2009-11-05,nyt,"Alyssa Marie Seace’s husband, Pfc.",2
2009-11-05,nyt,"Ray Seace Jr., sent her a text message just before 2 p.m. saying that someone had “shot up the S.R.P.",4
2009-11-05,nyt,"building,” referring to the Soldier Readiness Processing Center.",4
2009-11-05,nyt,"He told her he was “hiding.”

Ms. Seace, 18, who lives about five minutes from the base and had not been watching the news, reacted with alarm.",2
2009-11-05,nyt,She texted him back but got no response.,3
2009-11-05,nyt,"She called her father in Connecticut, who told her not to call her husband because it might reveal his hiding place.",7
2009-11-05,nyt,"Finally, 45 minutes later, her husband, a mechanic who is scheduled to deploy to Iraq in February, texted back to say that three people from his unit had been hit and that a dozen people in all were dead.",6
2009-11-05,nyt,"By late afternoon, the sirens at Fort Hood had fallen silent.",4
2009-11-05,nyt,"In Killeen, state troopers were parked on ridges overlooking the two main highways through town.",5
2009-11-05,nyt,"In residential areas, the only signs of life were cars moving through the streets.",4
2009-11-05,nyt,"In the business districts, people went about their business.",3
2009-11-05,nyt,"In 1991, Killeen was the scene of one of the worst mass killings in American history.",8
2009-11-05,nyt,"A gunman drove his pickup truck through the window of a cafeteria, fatally shot 22 people with a handgun, then killed himself.",6
2009-11-05,nyt,"Fort Hood, opened in September 1942 as America geared up for World War II, was named for Gen. John Bell Hood of the Confederacy.",6
2009-11-05,nyt,It has been used continuously for armor training and is charged with maintaining readiness for combat missions.,7
2009-11-05,nyt,"It is a place that feels, on ordinary days, like one of the safest in the world, surrounded by those who protect the nation with their lives.",10
2009-11-05,nyt,"It is home to nine schools seven elementary schools and two middle schools, for the children of personnel.",6
2009-11-05,nyt,"But on Thursday, the streets were lined with emergency vehicles, their lights flashing and sirens piercing the air as Texas Rangers and state troopers took up posts at the gates to seal the base.",9
2009-11-05,nyt,"Shortly after 7 p.m., the sirens sounded again and over the loudspeakers a woman’s voice that could be heard all over the base announced in a clipped military fashion: “Declared emergency no longer exists.”

The gates reopened, and a stream of cars and trucks that had been bottled up for hours began to move out.",10
2009-12-19,nyt,"Just two years ago, a United Nations panel that synthesizes the work of hundreds of climatologists around the world called the evidence for global warming “unequivocal.”

But as representatives of about 200 nations converge in Copenhagen on Monday to begin talks on a new international climate accord, they do so against a background of renewed attacks on the basic science of climate change.",10
2009-12-19,nyt,"The debate, set off by the circulation of several thousand files and e-mail messages stolen from one of the world’s foremost climate research institutes, has led some who oppose limits on greenhouse gas emissions, and at least one influential country, Saudi Arabia, to question the scientific basis for the Copenhagen talks.",14
2009-12-19,nyt,"The uproar has threatened to complicate a multiyear diplomatic effort already ensnared in difficult political, technical and financial disputes that have caused leaders to abandon hopes of hammering out a binding international climate treaty this year.",12
2009-12-19,nyt,"In recent days, an array of scientists and policy makers have said that nothing so far disclosed the correspondence and documents include references by prominent climate scientists to deleting potentially embarrassing e-mail messages, keeping papers by competing scientists from publication and making adjustments in research data undercuts decades of peer-reviewed science.",7
2009-12-19,nyt,"Yet the intensity of the response highlights that skepticism about global warming persists, even as many scientists thought the battle over the reality of human-driven climate change was finally behind them.",9
2009-12-19,nyt,"On dozens of Web sites and blogs, skeptics and foes of greenhouse gas restrictions take daily aim at the scientific arguments for human-driven climate change.",8
2009-12-19,nyt,The stolen material was quickly seized upon for the questions it raised about the accessibility of raw data to outsiders and whether some data had been manipulated.,8
2009-12-19,nyt,"An investigation into the stolen files is being conducted by the University of East Anglia, in England, where the computer breach occurred.",5
2009-12-19,nyt,"Rajendra K. Pachauri, chairman of the United Nations Intergovernmental Panel on Climate Change, has also said he will look into the matter.",7
2009-12-19,nyt,"At the same time, polls in the United States and Britain suggest that the number of people who doubt that global warming is dangerous or caused by humans has grown in recent years.",7
2009-12-19,nyt,"Politics, ideology and economic interests interlace the debate, and the stakes on both sides are high.",5
2009-12-19,nyt,"If scientific predictions about global warming’s effects are correct, inaction will lead at best to rising social, economic and environmental disruption, at worst to a calamity far more severe.",6
2009-12-19,nyt,"If the forecasts are wrong, nations could divert hundreds of billions of dollars to curb greenhouse gas emissions at a time when they are struggling to recover from a global recession.",8
2009-12-19,nyt,"Yet the case for human-driven warming, many scientists say, is far clearer now than a decade ago, when the skeptics included many people who now are convinced that climate change is a real and serious threat.",8
2009-12-19,nyt,Even some who remain skeptical about the extent or pace of global warming say that the premise underlying the Copenhagen talks is solid: that warming is to some extent driven by greenhouse gases spewing into the atmosphere from human activities like the burning of fossil fuels and deforestation.,14
2009-12-19,nyt,"Roger A. Pielke Sr., for example, a climate scientist at the University of Colorado who has been highly critical of the United Nations climate panel and who once branded many of the scientists now embroiled in the e-mail controversy part of a climate “oligarchy,” said that so many independent measures existed to show unusual warming taking place that there was no real dispute about it.",13
2009-12-19,nyt,"Moreover, he said, “The role of added carbon dioxide as a major contributor in climate change has been firmly established.”

The Copenhagen conference itself reflects increasing acceptance of the scientific arguments: the negotiations leading to the talks were conducted by high-ranking officials of the world’s governments rather than the scientists and environment ministers who largely shaped the 1997 Kyoto Protocol.",7
2009-12-19,nyt,"Late last week, President Obama changed the date of his visit to Copenhagen to Dec. 18, the last day of the talks.",6
2009-12-19,nyt,"For many, a 2007 report by the Intergovernmental Panel on Climate Change was a marker of a shift in the global warming debate.",6
2009-12-19,nyt,"In it, the panel -- a volunteer network of hundreds of scientists from many disciplines who meet periodically to review climate studies and translate the results into language useful to policy makers -- concluded that no doubt remained that the earth was warming.",17
2009-12-19,nyt,"Recent warming was ""very likely"" driven by human actions, the report said, and if unabated, posed rising risks to people and ecosystems.",5
2009-12-19,nyt,"Over the last several decades, other reviews, by the National Academy of Sciences and other institutions, have largely echoed the panel’s findings and said the remaining uncertainties should not be an excuse for inaction.",5
2009-12-19,nyt,The panel’s report was built on two decades of intensive scientific study of climate patterns.,7
2009-12-19,nyt,Greenhouse gases warm the planet by letting in sunlight and blocking the escape of some of the resulting heat.,9
2009-12-19,nyt,"“The physics of the greenhouse effect is so basic that instead of asking whether it would happen, it makes more sense to ask what on earth could make it not happen,” said Spencer Weart, a physicist and historian.",9
2009-12-19,nyt,"“So far, nobody has been able to come up with anything plausible in that line.”

The atmospheric concentration of greenhouse gases released by humans has risen rapidly in the last century, along with industrialization and electricity use.",8
2009-12-19,nyt,"Carbon dioxide from burning of coal, oil and natural gas is the most potent of the greenhouse gases because it can persist in the atmosphere for a century or more.",8
2009-12-19,nyt,"Methane from landfills, livestock and leaking pipes, tanks and wells has recently been found to be a close second.",7
2009-12-19,nyt,"And these gases not only have a heating effect, but also cause evaporation of water from sea and soil, producing water vapor, another powerful heat-trapping gas.",6
2009-12-19,nyt,"In reaching its conclusion, the climate panel relied only partly on temperature data like that collected by the scientists at the Climatic Research Unit at the University of East Anglia, whose circulated e-mail correspondence set off the current uproar.",14
2009-12-19,nyt,"It also considered a wide range of data from other sources, including measurements showing the retreat of glaciers in mountain ranges around the world, changes in the length and character of the seasons, heating of the oceans and marked retreats of sea ice in the Arctic.",14
2009-12-19,nyt,"Since 1979, satellites have provided another check on surface temperature measurements.",4
2009-12-19,nyt,Strong disagreements about how to interpret the satellite data were largely resolved after the Bush administration began a review in which competing research groups worked out some of their differences.,7
2009-12-19,nyt,"Science is about probability, not certainty.",4
2009-12-19,nyt,And the persisting uncertainties in climate science leave room for argument.,4
2009-12-19,nyt,What is a realistic estimate of how much temperatures will rise?,6
2009-12-19,nyt,How severe will the effects be?,2
2009-12-19,nyt,Are there tipping points beyond which the changes are uncontrollable?,4
2009-12-19,nyt,Even climate scientists disagree on many of these questions.,5
2009-12-19,nyt,"But skeptics have been critical of the data assembled to show that warming is occurring and the analytic methods that climate scientists use, including mathematical models used to demonstrate a human cause for warming and project future trends.",15
2009-12-19,nyt,Both sides also have at times been criticized for overstatement in characterizing the scientific evidence.,4
2009-12-19,nyt,The contents of the stolen e-mail messages and documents have given fresh ammunition to the skeptics’ camp.,5
2009-12-19,nyt,The Climatic Research Unit’s role as a central aggregator of temperature and other climate data has also made it a target.,7
2009-12-19,nyt,"One widely discussed file extracted from the unit’s computers, presumed to be the log of a researcher named Ian Harris, recorded his years of frustration in trying to make sense of disparate data and described procedures or “fudge factors,” as he called them used by scientists to eliminate known sources of error.",8
2009-12-19,nyt,The research in question concerned attempts to chart past temperature changes by studying direct measurements of temperature.,6
2009-12-19,nyt,An influential study that drew in part on the British data was challenged in 2003.,5
2009-12-19,nyt,"In 2006, a review by the National Academy of Sciences concluded, with some reservations, that “an array of evidence” supported the broad thrust of the research.",5
2009-12-19,nyt,"To skeptics, the purloined files suggest a conspiracy to foist an expensive policy agenda on the nations of the world and to keep inconsistent data from the public.",8
2009-12-19,nyt,"“If we were arguing about archaeology then people could hoard their data,” said Stephen McIntyre, a blogger and retired Canadian mining consultant who since 2003 has investigated climate data, sometimes finding errors.",5
2009-12-19,nyt,“But I don’t think the public has any time for that” in the climate debate.,4
2009-12-19,nyt,"Many scientists, however, deny that any important data was held back and say that the e-mail messages and documents will in the end prove merely another manufactured controversy.",6
2009-12-19,nyt,"“There will remain after the dust settles in this controversy a very strong scientific consensus on key characteristics of the problem,” John Holdren, President Obama’s science adviser, told a Congressional hearing last week.",8
2009-12-19,nyt,"“Global climate is changing in highly unusual ways compared to long experienced and expected natural variations.”

Whichever view prevails, the questions will undoubtedly linger well after the negotiators who are trying to work out the complex issues that still stand in the way of an international climate treaty leave Copenhagen.",5
2009-12-25,nyt,"A Nigerian man tried to ignite an explosive device aboard a trans-Atlantic Northwest Airlines flight as the plane prepared to land in Detroit on Friday, in an incident the United States believes was “an attempted act of terrorism,” according to a White House official who declined to be identified.",8
2009-12-25,nyt,"The device, described by officials as a mixture of powder and liquid, failed to fully detonate.",7
2009-12-25,nyt,Passengers on the plane described a series of pops that sounded like firecrackers.,6
2009-12-25,nyt,Federal officials said the man wanted to bring the plane down.,4
2009-12-25,nyt,"“This was the real deal,” said Representative Peter T. King of New York, the ranking Republican on the House Homeland Security Committee, who was briefed on the incident and said something had gone wrong with the explosive device, which he described as somewhat sophisticated.",13
2009-12-25,nyt,"“This could have been devastating,” Mr. King said.",2
2009-12-25,nyt,The incident is likely to lead to heightened security during the busy holiday season.,7
2009-12-25,nyt,"It was unclear how the man, identified by federal officials as Umar Farouk Abdulmutallab, 23, managed to get the explosive on the plane, an Airbus A330 wide-body jet carrying 278 passengers that departed from Amsterdam with passengers who had originated in Nigeria.",14
2009-12-25,nyt,A senior administration official said that the government did not yet know whether the man had had the capacity to take down the plane.,6
2009-12-25,nyt,"“We’re trying to ascertain exactly what he had and what he thought he was doing, but our sense is he wanted to wreak some havoc here and was attempting to do just that,” the official said.",7
2009-12-25,nyt,"“Whether at the end of the day he had the ability to do that is what I think we’ll be able to pull together over the next several days as we investigate this.”

A senior Department of Homeland Security official said that the materials Mr. Abdulmutallab had on him were “more incendiary than explosive,” and that he had tried to ignite them to cause a fire as the airliner was approaching Detroit.",7
2009-12-25,nyt,"Mr. Abdulmutallab told law enforcement authorities, the official said, that he had had explosive powder taped to his leg and that he had mixed it with chemicals held in a syringe.",11
2009-12-25,nyt,"A federal counterterrorism official who asked not to be identified said Mr. Abdulmutallab was apparently in a government law enforcement-intelligence database, but it is not clear what extremist group or individuals he might be linked to.",5
2009-12-25,nyt,"“It’s too early to say what his association is,” the counterterrorism official said.",6
2009-12-25,nyt,"“At this point, it seems like he was acting alone, but we don’t know for sure.” Although Mr. Abdulmutallab is said to have told officials that he was directed by Al Qaeda, the counterterrorism official expressed caution about that claim, saying “it may have been aspirational.”

The incident unfolded just before noon.",3
2009-12-25,nyt,"“There was a pop that sounded like a firecracker,” said Syed Jafry, a passenger who said he had been sitting three rows ahead of the suspect.",8
2009-12-25,nyt,"A few seconds later, he said, there was smoke and “some glow” from the suspect’s seat and on the left side of the plane.",8
2009-12-25,nyt,"“There was a panic,” said Mr. Jafry, 57, of Holland, Ohio.",4
2009-12-25,nyt,“Next thing you know everybody was on him.” He said the passengers and the crew subdued the man.,2
2009-12-25,nyt,"The suspect was brought by the crew to the front of the plane Northwest Airlines Flight 253, bearing Delta’s name and the plane made its descent into Detroit Metropolitan Airport, landing at 11:53 a.m. (The two airlines merged last year.)",7
2009-12-25,nyt,"Once on the ground, it was immediately guided to the end of a runway, where it was surrounded by police cars and emergency vehicles and searched by a bomb-disabling robot.",10
2009-12-25,nyt,"Sandra Berchtold, a spokeswoman with the Federal Bureau of Investigation’s Detroit office, said F.B.I.",8
2009-12-25,nyt,agents were at the scene Friday night and were investigating the matter.,3
2009-12-25,nyt,One federal official who requested anonymity said Mr. Abdulmutallab had suffered severe burns but was expected to survive.,4
2009-12-25,nyt,A Michigan state official confirmed that he was being treated at the University of Michigan hospital in Ann Arbor.,6
2009-12-25,nyt,President Obama was kept informed throughout the day as he spent Christmas with his family and friends at a secluded Hawaiian beach house.,5
2009-12-25,nyt,"After a secure conference call, he was given several follow-up briefings on paper.",3
2009-12-25,nyt,"John O. Brennan, the White House counterterrorism chief, convened an interagency meeting in the late afternoon to go over what was known about the incident and discuss what precautions should be taken.",6
2009-12-25,nyt,A second Department of Homeland Security official said that the Transportation Security Administration used layers of security measures at the nation’s airports and that it would be tightening them as a result of the incident in Detroit.,8
2009-12-25,nyt,"These measures some visible to passengers, some not include bomb-sniffing dog teams, carry-on luggage and passenger screening measures, and plainclothes behavioral-detection specialists inside airport terminals.",5
2009-12-25,nyt,"The official said there were no immediate plans to elevate the nation’s threat level, which has been at orange since 2006.",7
2009-12-25,nyt,"Mr. King, of the Homeland Security Committee, said there was no indication at this point that anyone else was involved, but he said officials would look back to see if any intelligence signals were missed.",6
2009-12-25,nyt,"“For a while now we have had real concerns about Al Qaeda or terrorist connections in Nigeria,” he said.",7
2009-12-25,nyt,"Of the device used on Friday, he said, “It appears to be different from explosive devices that have been used before.",6
2009-12-25,nyt,That is perhaps why it escaped detection.,2
2009-12-25,nyt,"Maybe that is why it made it through.”

Questions have been raised for years about aviation security in Nigeria.",2
2009-12-25,nyt,"Last month, however, the T.S.A.",4
2009-12-25,nyt,said that standards at the Lagos airport met international criteria for security.,5
2009-12-25,nyt,"Friday’s incident brought to mind Richard C. Reid, the so-called shoe bomber, who attempted to blow up an American Airlines flight between Paris and Miami in December 2001 by igniting explosives in his shoes.",10
2009-12-25,nyt,Mr. Reid was subdued by a flight attendant and passengers and the plane landed safely in Boston.,3
2009-12-25,nyt,Mr. Reid later pleaded guilty to three terrorism-related counts and was sentenced to life in prison.,5
2009-12-25,nyt,"Since then, airline passengers have had to remove their shoes before passing through security checkpoints in American airports.",8
2009-12-25,nyt,"In August 2006, British authorities uncovered a plot to blow up planes bound for the United States using explosives that would be mixed with liquids on board.",9
2009-12-25,nyt,"Eight men were arrested, and three were convicted in the case this fall.",4
2009-12-25,nyt,"British authorities estimated that as many as 2,000 airplane passengers might have been killed had the plotters been successful.",4
2009-12-25,nyt,The plot led security officials to limit the amount of liquids and gels that passengers can bring on board in their carry-on baggage.,7
2010-01-12,nyt,"SANTO DOMINGO, Dominican Republic A fierce earthquake struck Haiti late Tuesday afternoon, causing a crowded hospital to collapse, leveling countless shantytown dwellings and bringing even more suffering to a nation that was already the hemisphere’s poorest and most disaster-prone.",1
2010-01-12,nyt,"The earthquake, the worst in the region in more than 200 years, left the country in a shambles.",6
2010-01-12,nyt,"As night fell in Port-au-Prince, Haiti’s capital, fires burned near the shoreline downtown, but otherwise the city fell into darkness.",6
2010-01-12,nyt,"The electricity was out, telephones were not working and relief workers struggled to make their way through streets blocked by rubble.",7
2010-01-12,nyt,"In the chaos, it was not possible for officials to determine how many people had been killed and injured, but they warned that the casualties could be substantial.",5
2010-01-12,nyt,The physical toll was easier to assess.,3
2010-01-12,nyt,"The headquarters of the United Nations mission was seriously damaged, the United Nations said in a statement, and many employees were missing.",6
2010-01-12,nyt,"Part of the national palace had collapsed, The Associated Press reported.",5
2010-01-12,nyt,"A hospital collapsed in Pétionville, a hillside district in Port-au-Prince that is home to many diplomats and wealthy Haitians, a videographer for The Associated Press said.",9
2010-01-12,nyt,And an American government official reported seeing houses that had tumbled into a ravine.,6
2010-01-12,nyt,"Tequila Minsky, a photographer based in New York who was in Port-au-Prince, said that a wall at the front of the Hotel Oloffson had fallen, killing a passer-by.",7
2010-01-12,nyt,"A number of nearby buildings had crumbled, trapping people, she said, and a Unibank bank building was badly damaged.",4
2010-01-12,nyt,People were screaming.,1
2010-01-12,nyt,"“It was general mayhem,” Ms. Minsky said.",3
2010-01-12,nyt,"The earthquake, with a magnitude estimated at 7.0, struck just before 5 p.m. about 10 miles southwest of Port-au-Prince, the United States Geological Survey said.",5
2010-01-12,nyt,"Many aftershocks followed and more were expected, said David Wald, a Geological Survey seismologist.",4
2010-01-12,nyt,"“The main issue here will probably be shaking,” he said, “and this is an area that is particularly vulnerable in terms of construction practice, and with a high population density.",8
2010-01-12,nyt,"There could be a high number of casualties.”

“There is a blanket of dust rising from the valley south of the capital,” agency officials said Ms. van de Wetering had told them.",3
2010-01-12,nyt,“We can hear people calling for help from every corner.,6
2010-01-12,nyt,"The aftershocks are ongoing and making people very nervous.”

The earthquake could be felt across the border in the Dominican Republic, on the eastern part of the island of Hispaniola.",3
2010-01-12,nyt,"High-rise buildings in the capital, Santo Domingo, shook and sent people streaming down stairways into the streets, fearing that the tremor could intensify.",6
2010-01-12,nyt,"Haiti sits on a large fault that has caused catastrophic quakes in the past, but this one was described as among the most powerful to hit the region.",6
2010-01-12,nyt,"With many poor residents living in tin-roof shacks that sit precariously on steep ravines and with much of the construction in Port-au-Prince and elsewhere in the country of questionable quality, the expectation was that the quake caused major damage to buildings and significant loss of life.",13
2010-01-12,nyt,"“Everybody is just totally, totally freaked out and shaken,” Henry Bahn, an official of the United States Department of Agriculture who was visiting Haiti, told The Associated Press.",6
2010-01-12,nyt,"“The sky is just gray with dust.”

Haiti’s many man-made woes its dire poverty, political infighting and proclivity for insurrection have been exacerbated repeatedly by natural disasters.",3
2010-01-12,nyt,"At the end of 2008, four hurricanes flooded whole towns, knocked out bridges and left a destitute population in even more desperate conditions.",7
2010-01-12,nyt,"The United States and other countries have devoted significant humanitarian support to Haiti, financing a large United Nations peacekeeping mission that has recently reported major gains in controlling crime.",7
2010-01-12,nyt,International aid has also supported an array of organizations aimed at raising the country’s dismal health and education levels.,9
2010-01-12,nyt,"Emergency meetings were being held in Washington, and President Obama issued a statement saying that administration officials were closely monitoring the situation.",6
2010-01-12,nyt,"“We stand ready to assist the people of Haiti,” Mr. Obama said.",6
2010-01-12,nyt,"The Caribbean is not usually considered a seismic danger zone, but earthquakes have struck here in the past.",4
2010-01-12,nyt,"“There’s a history of large, devastating earthquakes,” said Paul Mann, a senior research scientist at the Institute for Geophysics at the University of Texas, “but they’re separated by hundreds of years.”

Most of Haiti lies on the Gonave microplate, a sliver of the earth’s crust between the much larger North American plate to the north and the Caribbean plate to the south.",6
2010-01-12,nyt,The earthquake on Tuesday occurred when what appears to be part of the southern fault zone broke and slid.,7
2010-01-12,nyt,"The fault is similar in structure to the San Andreas fault that slices through California, Dr. Mann said.",7
2010-01-12,nyt,"Such earthquakes, which are called strike-slip, tend to be shallow and produce violent shaking at the surface.",6
2010-01-12,nyt,"“They can be very devastating, especially when there are cities nearby,” Dr. Mann said.",3
2010-01-12,nyt,"Victor Tsai, a seismologist at the National Earthquake Information Center of the United States Geological Survey, said the depth of Tuesday’s earthquake was only about six miles and the quake was a 9 on a 1-to-10 scale that measures ground shaking.",8
2010-01-12,nyt,"“We expect substantial damage from this event,” he said.",5
2010-01-12,nyt,"In the Little Haiti neighborhood of Miami, customers began streaming into the Louis Market shortly after news of the earthquake hit the airwaves.",5
2010-01-12,nyt,They were buying $5 phone cards in a desperate attempt to reach relatives in Haiti.,5
2010-01-12,nyt,"“Everyone who walks in here is crazy, worried, depressed,” said Myrlande Cherenfant, 20.",4
2010-01-12,nyt,"At the Notre Dame de Haiti Roman Catholic church, a handful of parishioners in red-cushioned seats pressed redial on their phones over and over.",9
2010-01-12,nyt,Some said that they had been able to get through immediately after the earthquake.,6
2010-01-12,nyt,"“I was able to talk to a priest in Haiti,” the Rev.",5
2010-01-12,nyt,Reginald Jean-Mary said.,2
2010-01-12,nyt,"“The only word I heard was ‘catastrophe’ and then it cut off.”

He said that in a later call he was told that the cathedral in Port-au-Prince had been destroyed and that other churches had been damaged.",3
2010-01-12,nyt,"Jean-Robert Lafortune, executive director of the Miami-based Haitian American Grassroots Coalition, said that Haiti had endured “a cycle of natural disasters and man-made disasters, and this is one more big catastrophe.”

“We are in trauma,” he said.",7
2010-01-12,nyt,“We have loved ones there and many of them will be victims.,4
2010-01-12,nyt,"We’re calling and calling, but there’s nothing on the other end.”",5
2010-03-04,nyt,"WASHINGTON — President Obama, beginning his final push for a health care overhaul, called Wednesday for Congress to allow an “up or down vote” on the measure, and sketched out an ambitious — and, some Democrats said, unrealistic — timetable for his party to pass a bill on its own within weeks.",8
2010-03-04,nyt,"“I believe the United States Congress owes the American people a final vote on health care reform,” Mr. Obama said during a 20-minute speech in the East Room of the White House.",7
2010-03-04,nyt,"He said there was no point in starting over, as Republicans are demanding, and called on nervous Democrats to stick with him, declaring there was no reason “for those of us who were sent here to lead to just walk away.”

The speech, less than a week after Mr. Obama held a high-profile televised health care forum, will usher in what White House officials say will be their last campaign to bring Washington’s long and contentious health care debate to a close — with a bill-signing ceremony at the end.",11
2010-03-04,nyt,"On Thursday, Health and Human Services Secretary Kathleen Sebelius will meet at the White House with insurance industry executives to spotlight unpopular rate increases; next week, Mr. Obama will travel to Missouri and Pennsylvania to stump for the health care bill.",6
2010-03-04,nyt,"In his remarks, the president refrained from using the word “reconciliation,” the parliamentary tactic that Democrats are expected to employ to avoid a Republican filibuster and win passage with a simple majority.",9
2010-03-04,nyt,"But he made clear that was his intent, and reminded Americans that despite current Republican objections, other major bills had been passed using the same tactic.",5
2010-03-04,nyt,“Reform has already passed the House with a majority.,3
2010-03-04,nyt,"It has already passed the Senate with a supermajority of 60 votes,” Mr. Obama said.",6
2010-03-04,nyt,"“And now it deserves the same kind of up or down vote that was cast on welfare reform, that was cast on the Children’s Health Insurance Program, that was used for Cobra health coverage for the unemployed and, by the way, for both Bush tax cuts — all of which had to pass Congress with nothing more than a simple majority.”

Republicans were furious.",10
2010-03-04,nyt,"“They’re making a vigorous effort to try to jam this down the throats of the American people, who don’t want it,” the Senate Republican leader, Mitch McConnell of Kentucky, told reporters after Mr. Obama’s remarks.",10
2010-03-04,nyt,"“We think that’s a policy mistake, and we think resorting to these kind of tactics, to thumb your noses at the American people, is something that ought to be resisted.”

On Capitol Hill, the strategy could prove a heavy lift for the House speaker, Nancy Pelosi, and the Senate majority leader, Harry Reid, who are now under intense pressure from the White House to translate Mr. Obama’s wishes for a final bill into legislative language.",7
2010-03-04,nyt,Both leaders issued statements Wednesday praising Mr. Obama and vowing to press ahead.,4
2010-03-04,nyt,"But, noticeably, neither publicly committed to Mr. Obama’s timetable.",4
2010-03-04,nyt,"Privately, Senate leadership aides said Mr. Obama’s deadline could be difficult to meet.",4
2010-03-04,nyt,"The tentative plan is for the House to adopt the bill passed by the Senate, and for both chambers to use reconciliation to pass a package of changes that would bridge gaps between the initial House and Senate versions.",11
2010-03-04,nyt,"But the final language must still be sent to the nonpartisan Congressional Budget Office for evaluation, a process that takes time.",5
2010-03-04,nyt,"Many aspects of the legislation remain unresolved, and rank-and-file Democrats in the House remain deeply uneasy over both the substance of the bill and the process by which it would be adopted.",7
2010-03-04,nyt,Ms. Pelosi does not yet have the votes she needs to pass the legislation.,5
2010-03-04,nyt,She faces complex negotiations with both the moderate and liberal wings of her party to come up with a package that can pass the House without deviating so much from the existing Senate version that Mr. Reid would have trouble assembling a majority for the final vote in the Senate.,18
2010-03-04,nyt,"“I am not inclined to support the Senate version,” said Representative Shelley Berkley, Democrat of Nevada, who voted for the House bill in November.",5
2010-03-04,nyt,“I would like something more concrete than a promise.,5
2010-03-04,nyt,"The Senate cannot promise its way out of a brown paper bag.”

As Democrats prepared for a final showdown with Republicans, other potential stumbling blocks emerged.",4
2010-03-04,nyt,House Democrats from New York met Wednesday with Ms. Pelosi to discuss their concern that the emerging bill would shortchange their state on Medicaid and other issues.,7
2010-03-04,nyt,"“I am very, very disappointed and unhappy,” said Representative Eliot L. Engel, Democrat of New York.",5
2010-03-04,nyt,"“The White House is taking us for granted, and they shouldn’t.”
Video

Supporters of abortion rights, in and out of Congress, said Wednesday that they were alarmed at the prospect that lawmakers might impose new restrictions on insurance coverage of abortion in the push to enact sweeping health legislation.",10
2010-03-04,nyt,"Representative Jan Schakowsky, Democrat of Illinois, said language restricting insurers’ ability to cover abortions “remains in the president’s proposal, and we are very concerned about that.”

Friday will mark one year since Mr. Obama laid out his plans for a health care overhaul with a high-profile forum at the White House, where he engaged in a lively debate with lawmakers of both parties and executives from the insurance, hospital and pharmaceutical industries.",5
2010-03-04,nyt,"On Wednesday, the scene at the White House was far different.",4
2010-03-04,nyt,"Mr. Obama spoke, without taking questions, to a group of sympathetic medical professionals, many of them clad in white lab coats to provide a TV-friendly image.",5
2010-03-04,nyt,"After 12 months of legislative hearings, town hall meetings, speeches, polls and debates, Mr. Obama was in the position of selling not only the public, but his own party, on his top domestic priority.",7
2010-03-04,nyt,"“The American people want to know if it’s still possible for Washington to look out for their interests and their future,” Mr. Obama said.",8
2010-03-04,nyt,“They are waiting for us to act.,2
2010-03-04,nyt,They are waiting for us to lead.,2
2010-03-04,nyt,"And as long as I hold this office, I intend to provide that leadership.",4
2010-03-04,nyt,"I don’t know how this plays politically, but I know it’s right.”

Seeking to reassure wavering Democrats that he would back them up, he pledged to do “everything in my power to make the case for reform.”

Moments after he finished speaking, the White House announced plans for him to visit Pennsylvania and Missouri — states that are home to vulnerable Democrats like Representative Jason Altmire of Pennsylvania and Representative Ike Skelton of Missouri, who were among 39 Democrats to vote against the health measure when it passed the House last year.",3
2010-03-04,nyt,"If Mr. Obama is to sign his legislation into law, he is going to have to convert some of those no votes into yeses; traveling to a lawmaker’s home state could be one way to do that.",6
2010-03-04,nyt,"Senior advisers to Mr. Obama are betting that the politics of health care will eventually turn in the party’s favor, if the president can actually sign a bill into law.",5
2010-03-04,nyt,"The legislation includes popular restrictions on the insurance industry; some, like a provision barring insurers from discriminating against children on the basis of pre-existing conditions, would take effect quickly — a point noted by Mr. Obama’s press secretary, Robert Gibbs.",11
2010-03-04,nyt,"“The president has always subscribed to the notion that the politics will catch up,” Mr. Gibbs said.",6
2010-03-24,nyt,"For all the political and economic uncertainties about health reform, at least one thing seems clear: The bill that President Obama signed on Tuesday is the federal government’s biggest attack on economic inequality since inequality began rising more than three decades ago.",6
2010-03-24,nyt,"Over most of that period, government policy and market forces have been moving in the same direction, both increasing inequality.",5
2010-03-24,nyt,"The pretax incomes of the wealthy have soared since the late 1970s, while their tax rates have fallen more than rates for the middle class and poor.",7
2010-03-24,nyt,Nearly every major aspect of the health bill pushes in the other direction.,4
2010-03-24,nyt,"This fact helps explain why Mr. Obama was willing to spend so much political capital on the issue, even though it did not appear to be his top priority as a presidential candidate.",7
2010-03-24,nyt,"Beyond the health reform’s effect on the medical system, it is the centerpiece of his deliberate effort to end what historians have called the age of Reagan.",8
