date,source,sentence,depth
2002-06-06,gwb,"Sometimes the information is very general, vague talk, bragging about future attacks.",4
2002-06-06,gwb,"Sometimes the information is more specific, as in a recent case when an Al Qaida detainee said attacks were planned against financial institutions.",5
2002-06-06,gwb,"When credible intelligence warrants, appropriate law enforcement and local officials are alerted.",4
2002-06-06,gwb,"These warnings are, unfortunately, a new reality in American life, and we have recently seen an increase in the volume of general threats.",7
2002-06-06,gwb,Americans should continue to do what you're doing.,3
2002-06-06,gwb,"Go about your lives, but pay attention to your surroundings.",4
2002-06-06,gwb,Add your eyes and ears to the protection of our homeland.,5
2002-06-06,gwb,"In protecting our country, we depend on the skill of our people, the troops we send to battle, intelligence operatives who risk their lives for bits of information, law enforcement officers who sift for clues and search for suspects.",7
2002-06-06,gwb,"We are now learning that before September the 11th, the suspicions and insights of some of our frontline agents did not get enough attention.",7
2002-06-06,gwb,My administration supports the important work of the intelligence committees in Congress to review the activities of law enforcement and intelligence agencies.,6
2002-06-06,gwb,"We need to know when warnings were missed or signs unheeded, not to point the finger or blame but to make sure we correct any problems and prevent them from happening again.",9
2002-06-06,gwb,"Based on everything I've seen, I do not believe anyone could have prevented the horror of September the 11th.",6
2002-06-06,gwb,"Yet, we now know that thousands of trained killers are plotting to attack us, and this terrible knowledge requires us to act differently.",5
2002-06-06,gwb,"If you're a frontline worker for the FBI, the CIA, some other law enforcement or intelligence agency and you see something that raises suspicions, I want you to report it immediately.",6
2002-06-06,gwb,I expect your supervisors to treat it with the seriousness it deserves.,5
2002-06-06,gwb,Information must be fully shared so we can follow every lead to find the one that may prevent tragedy.,6
2002-06-06,gwb,I applaud the leaders and employees at the FBI and CIA for beginning essential reforms.,4
2002-06-06,gwb,They must continue to think and act differently to defeat the enemy.,5
2002-06-06,gwb,"The first and best way to secure America's homeland is to attack the enemy where he hides and plans, and we're doing just that.",5
2002-06-06,gwb,"We're also taking significant steps to strengthen our homeland protections, securing cockpits, tightening our borders, stockpiling vaccines, increasing security at water treatment and nuclear powerplants.",10
2002-06-06,gwb,"After September the 11th, we needed to move quickly, and so I appointed Tom Ridge as my Homeland Security Adviser.",5
2002-06-06,gwb,"As Governor Ridge has worked with all levels of government to prepare a national strategy and as we have learned more about the plans and capabilities of the terrorist network, we have concluded that our Government must be reorganized to deal more effectively with the new threats of the 21st century.",7
2002-06-06,gwb,"So tonight I ask the Congress to join me in creating a single, permanent department with an overriding and urgent mission, securing the homeland of America and protecting the American people.",8
2002-06-06,gwb,"Right now as many as a hundred different Government agencies have some responsibilities for homeland security, and no one has final accountability.",4
2002-06-06,gwb,"For example, the Coast Guard has several missions, from search and rescue to maritime treaty enforcement.",5
2002-06-06,gwb,"It reports to the Transportation Department, whose primary responsibilities are roads, rails, bridges, and the airways.",8
2002-06-06,gwb,"The Customs Service, among other duties, collects tariffs and prevents smuggling, and it is part of the Treasury Department, whose primary responsibility is fiscal policy, not security.",8
2002-06-06,gwb,"Tonight I propose a permanent Cabinet-level Department of Homeland Security to unite essential agencies that must work more closely together: Among them, the Coast Guard, the Border Patrol, the Customs Service, Immigration officials, the Transportation Security Administration, and the Federal Emergency Management Agency.",5
2002-06-06,gwb,Employees of this new agency will come to work every morning knowing their most important job is to protect their fellow citizens.,4
2002-06-06,gwb,"The Department of Homeland Security will be charged with four primary tasks: This new agency will control our borders and prevent terrorists and explosives from entering our country; it will work with State and local authorities to respond quickly and effectively to emergencies; it will bring together our best scientists to develop technologies that detect biological, chemical, and nuclear weapons, and to discover the drugs and treatments to best protect our citizens; and this new Department will review intelligence and law enforcement information from all agencies of Government and produce a single daily picture of threats against our homeland.",3
2002-06-06,gwb,Analysts will be responsible for imagining the worst and planning to counter it.,6
2002-06-06,gwb,The reason to create this Department is not to create the size of Government but to increase its focus and effectiveness.,4
2002-06-06,gwb,The staff of this new Department will be largely drawn from the agencies we are combining.,4
2002-06-06,gwb,"By ending duplication and overlap, we will spend less on overhead and more on protecting America.",4
2002-06-06,gwb,This reorganization will give the good people of our Government their best opportunity to succeed by organizing our resources in a way that is thorough and unified.,9
2002-06-06,gwb,What I am proposing tonight is the most extensive reorganization of the Federal Government since the 1940s.,4
2002-06-06,gwb,"During his Presidency, Harry Truman recognized that our Nation's fragmented defenses had to be reorganized to win the cold war.",5
2002-06-06,gwb,"He proposed uniting our military forces under a single Department of Defense and creating the National Security Council to bring together defense, intelligence, and diplomacy.",6
2002-06-06,gwb,"Truman's reforms are still helping us to fight terror abroad, and now we need similar dramatic reforms to secure our people at home.",4
2002-06-06,gwb,Only the United States Congress can create a new department of Government.,3
2002-06-06,gwb,So tonight I ask for your help in encouraging your Representatives to support my plan.,5
2002-06-06,gwb,"We face an urgent need, and we must move quickly, this year, before the end of the congressional session.",6
2002-06-06,gwb,"All in our Government have learned a great deal since September the 11th, and we must act on every lesson.",4
2002-06-06,gwb,"We are stronger and better prepared tonight than we were on that terrible morning, and with your help and the support of the Congress, we will be stronger still.",7
2002-06-06,gwb,History has called our Nation into action.,2
2002-06-06,gwb,"History has placed a great challenge before us: Will America, with our unique position and power, blink in the face of terror, or will we lead to a freer, more civilized world?",7
2002-06-06,gwb,"There's only one answer: This great country will lead the world to safety, security, peace, and freedom.",5
2002-06-06,gwb,Thank you for listening.,2
2002-06-06,gwb,"Good night, and may God bless America.",2
2001-09-11,gwb,Good evening.,1
2001-09-11,gwb,"Today our fellow citizens, our way of life, our very freedom came under attack in a series of deliberate and deadly terrorist acts.",6
2001-09-11,gwb,"The victims were in airplanes or in their offices: secretaries, business men and women, military and Federal workers, moms and dads, friends and neighbors.",9
2001-09-11,gwb,"Thousands of lives were suddenly ended by evil, despicable acts of terror.",4
2001-09-11,gwb,"The pictures of airplanes flying into buildings, fires burning, huge structures collapsing have filled us with disbelief, terrible sadness, and a quiet, unyielding anger.",6
2001-09-11,gwb,"These acts of mass murder were intended to frighten our Nation into chaos and retreat, but they have failed.",4
2001-09-11,gwb,Our country is strong.,2
2001-09-11,gwb,A great people has been moved to defend a great nation.,3
2001-09-11,gwb,"Terrorist attacks can shake the foundations of our biggest buildings, but they cannot touch the foundation of America.",4
2001-09-11,gwb,"These acts shattered steel, but they cannot dent the steel of American resolve.",5
2001-09-11,gwb,America was targeted for attack because we're the brightest beacon for freedom and opportunity in the world.,5
2001-09-11,gwb,And no one will keep that light from shining.,2
2001-09-11,gwb,"Today our Nation saw evil, the very worst of human nature.",4
2001-09-11,gwb,"And we responded with the best of America, with the daring of our rescueworkers, with the caring for strangers and neighbors who came to give blood and help in any way they could.",12
2001-09-11,gwb,"Immediately following the first attack, I implemented our Government's emergency response plans.",3
2001-09-11,gwb,"Our military is powerful, and it's prepared.",2
2001-09-11,gwb,"Our emergency teams are working in New York City and Washington, DC, to help with local rescue efforts.",4
2001-09-11,gwb,Our first priority is to get help to those who have been injured and to take every precaution to protect our citizens at home and around the world from further attacks.,12
2001-09-11,gwb,The functions of our Government continue without interruption.,4
2001-09-11,gwb,Federal agencies in Washington which had to be evacuated today are reopening for essential personnel tonight and will be open for business tomorrow.,4
2001-09-11,gwb,"Our financial institutions remain strong, and the American economy will be open for business as well.",4
2001-09-11,gwb,The search is underway for those who are behind these evil acts.,6
2001-09-11,gwb,I've directed the full resources of our intelligence and law enforcement communities to find those responsible and to bring them to justice.,6
2001-09-11,gwb,We will make no distinction between the terrorists who committed these acts and those who harbor them.,6
2001-09-11,gwb,I appreciate so very much the Members of Congress who have joined me in strongly condemning these attacks.,6
2001-09-11,gwb,"And on behalf of the American people, I thank the many world leaders who have called to offer their condolences and assistance.",5
2001-09-11,gwb,"America and our friends and allies join with all those who want peace and security in the world, and we stand together to win the war against terrorism.",6
2001-09-11,gwb,"Tonight I ask for your prayers for all those who grieve, for the children whose worlds have been shattered, for all whose sense of safety and security has been threatened.",8
2001-09-11,gwb,"And I pray they will be comforted by a power greater than any of us, spoken through the ages in Psalm 23: ""Even though I walk through the valley of the shadow of death, I fear no evil, for You are with me.""",9
2001-09-11,gwb,This is a day when all Americans from every walk of life unite in our resolve for justice and peace.,7
2001-09-11,gwb,"America has stood down enemies before, and we will do so this time.",3
2001-09-11,gwb,None of us will ever forget this day.,3
2001-09-11,gwb,"Yet, we go forward to defend freedom and all that is good and just in our world.",8
2001-09-11,gwb,Thank you.,1
2001-09-11,gwb,"Good night, and God bless America.",2
2002-09-12,gwb,"Mr. Secretary-General, Mr. President, distinguished delegates, and ladies and gentlemen: We meet one year and one day after a terrorist attack brought grief to my country and brought grief to many citizens of our world.",7
2002-09-12,gwb,Yesterday we remembered the innocent lives taken that terrible morning.,3
2002-09-12,gwb,"Today we turn to the urgent duty of protecting other lives, without illusion and without fear.",7
2002-09-12,gwb,We've accomplished much in the last year in Afghanistan and beyond.,3
2002-09-12,gwb,We have much yet to do in Afghanistan and beyond.,4
2002-09-12,gwb,"Many nations represented here have joined in the fight against global terror, and the people of the United States are grateful.",5
2002-09-12,gwb,"The United Nations was born in the hope that survived a world war, the hope of a world moving toward justice, escaping old patterns of conflict and fear.",7
2002-09-12,gwb,The founding members resolved that the peace of the world must never again be destroyed by the will and wickedness of any man.,6
2002-09-12,gwb,"We created a United Nations Security Council so that, unlike the League of Nations, our deliberations would be more than talk, our resolutions would be more than wishes.",5
2002-09-12,gwb,"After generations of deceitful dictators and broken treaties and squandered lives, we dedicated ourselves to standards of human dignity shared by all and to a system of security defended by all.",8
2002-09-12,gwb,"Today, these standards and this security are challenged.",3
2002-09-12,gwb,Our commitment to human dignity is challenged by persistent poverty and raging disease.,4
2002-09-12,gwb,"The suffering is great, and our responsibilities are clear.",3
2002-09-12,gwb,"The United States is joining with the world to supply aid where it reaches people and lifts up lives, to extend trade and the prosperity it brings, and to bring medical care where it is desperately needed.",6
2002-09-12,gwb,"As a symbol of our commitment to human dignity, the United States will return to UNESCO.",7
2002-09-12,gwb,"This organization has been reformed, and America will participate fully in its mission to advance human rights and tolerance and learning.",7
2002-09-12,gwb,"Our common security is challenged by regional conflicts, ethnic and religious strife that is ancient but not inevitable.",7
2002-09-12,gwb,"In the Middle East, there can be no peace for either side without freedom for both sides.",6
2002-09-12,gwb,"America stands committed to an independent and democratic Palestine, living side by side with Israel in peace and security.",7
2002-09-12,gwb,"Like all other people, Palestinians deserve a government that serves their interests and listens to their voices.",6
2002-09-12,gwb,My Nation will continue to encourage all parties to step up to their responsibilities as we seek a just and comprehensive settlement to the conflict.,6
2002-09-12,gwb,"Above all, our principles and our security are challenged today by outlaw groups and regimes that accept no law of morality and have no limit to their violent ambitions.",8
2002-09-12,gwb,"In the attacks on America a year ago, we saw the destructive intentions of our enemies.",5
2002-09-12,gwb,"This threat hides within many nations, including my own.",5
2002-09-12,gwb,"In cells and camps, terrorists are plotting further destruction and building new bases for their war against civilization.",5
2002-09-12,gwb,And our greatest fear is that terrorists will find a shortcut to their mad ambitions when an outlaw regime supplies them with the technologies to kill on a massive scale.,8
2002-09-12,gwb,"In one place—in one regime—we find all these dangers in their most lethal and aggressive forms, exactly the kind of aggressive threat the United Nations was born to confront.",6
2002-09-12,gwb,"Twelve years ago, Iraq invaded Kuwait without provocation, and the regime's forces were poised to continue their march to seize other countries and their resources.",6
2002-09-12,gwb,"Had Saddam Hussein been appeased instead of stopped, he would have endangered the peace and stability of the world.",4
2002-09-12,gwb,Yet this aggression was stopped by the might of coalition forces and the will of the United Nations.,6
2002-09-12,gwb,"To suspend hostilities, to spare himself, Iraq's dictator accepted a series of commitments.",3
2002-09-12,gwb,"The terms were clear to him and to all, and he agreed to prove he is complying with every one of those obligations.",8
2002-09-12,gwb,He has proven instead only his contempt for the United Nations and for all his pledges.,5
2002-09-12,gwb,"By breaking every pledge, by his deceptions, and by his cruelties, Saddam Hussein has made the case against himself.",5
2002-09-12,gwb,"In 1991, Security Council Resolution 688 demanded that the Iraqi regime cease at once the repression of its own people, including the systematic repression of minorities, which the Council said threatened international peace and security in the region.",13
2002-09-12,gwb,This demand goes ignored.,3
2002-09-12,gwb,"Last year, the U.N. Commission on Human Rights found that Iraq continues to commit extremely grave violations of human rights and that the regime's repression is all-pervasive.",6
2002-09-12,gwb,"Tens of thousands of political opponents and ordinary citizens have been subjected to arbitrary arrest and imprisonment, summary execution, and torture by beating and burning, electric shock, starvation, mutilation, and rape.",10
2002-09-12,gwb,"Wives are tortured in front of their husbands, children in the presence of their parents, and all of these horrors concealed from the world by the apparatus of a totalitarian state.",10
2002-09-12,gwb,"In 1991, the U.N. Security Council, through Resolutions 686 and 687, demanded that Iraq return all prisoners from Kuwait and other lands.",5
2002-09-12,gwb,Iraq's regime agreed.,3
2002-09-12,gwb,It broke this promise.,2
2002-09-12,gwb,"Last year, the Secretary-General's high-level coordinator for this issue reported that Kuwaiti, Saudi, Indian, Syrian, Lebanese, Iranian, Egyptian, Bahraini, and Omani nationals remain unaccounted for—more than 600 people.",9
2002-09-12,gwb,One American pilot is among them.,2
2002-09-12,gwb,"In 1991, the U.N. Security Council, through Resolution 687, demanded that Iraq renounce all involvement with terrorism and permit no terrorist organizations to operate in Iraq.",5
2002-09-12,gwb,Iraq's regime agreed.,3
2002-09-12,gwb,It broke this promise.,2
2002-09-12,gwb,"In violation of Security Council Resolution 1373, Iraq continues to shelter and support terrorist organizations that direct violence against Iran, Israel, and Western governments.",9
2002-09-12,gwb,Iraqi dissidents abroad are targeted for murder.,2
2002-09-12,gwb,"In 1993, Iraq attempted to assassinate the Amir of Kuwait and a former American President.",4
2002-09-12,gwb,"Iraq's Government openly praised the attacks of September the 11th, and Al Qaida terrorists escaped from Afghanistan and are known to be in Iraq.",5
2002-09-12,gwb,"In 1991, the Iraqi regime agreed to destroy and stop developing all weapons of mass destruction and long-range missiles and to prove to the world it has done so by complying with rigorous inspections.",9
2002-09-12,gwb,Iraq has broken every aspect of this fundamental pledge.,4
2002-09-12,gwb,"From 1991 to 1995, the Iraqi regime said it had no biological weapons.",3
2002-09-12,gwb,"After a senior official in its weapons program defected and exposed this lie, the regime admitted to producing tens of thousands of liters of anthrax and other deadly biological agents for use with Scud warheads, aerial bombs, and aircraft spray tanks.",10
2002-09-12,gwb,U.N. inspectors believe Iraq has produced 2 to 4 times the amount of biological agents it declared and has failed to account for more than 3 metric tons of material that could be used to produce biological weapons.,11
2002-09-12,gwb,"Right now, Iraq is expanding and improving facilities that were used for the production of biological weapons.",8
2002-09-12,gwb,"United Nations inspections also revealed that Iraq likely maintains stockpiles of VX, mustard, and other chemical agents and that the regime is rebuilding and expanding facilities capable of producing chemical weapons.",9
2002-09-12,gwb,"And in 1995, after 4 years of deception, Iraq finally admitted it had a crash nuclear weapons program prior to the Gulf war.",5
2002-09-12,gwb,"We know now, were it not for that war, the regime in Iraq would likely have possessed a nuclear weapon no later than 1993.",4
2002-09-12,gwb,"Today, Iraq continues to withhold important information about its nuclear program, weapons design, procurement logs, experiment data, an accounting of nuclear materials, and documentation of foreign assistance.",12
2002-09-12,gwb,Iraq employs capable nuclear scientists and technicians.,2
2002-09-12,gwb,It retains physical infrastructure needed to build a nuclear weapon.,5
2002-09-12,gwb,Iraq has made several attempts to buy high-strength aluminum tubes used to enrich uranium for a nuclear weapon.,8
2002-09-12,gwb,"Should Iraq acquire fissile material, it would be able to build a nuclear weapon within a year.",5
2002-09-12,gwb,"And Iraq's state-controlled media has reported numerous meetings between Saddam Hussein and his nuclear scientists, leaving little doubt about his continued appetite for these weapons.",7
2002-09-12,gwb,"Iraq also possesses a force of Scud-type missiles with ranges beyond the 150 kilometers permitted by the U.N. Work at testing and production facilities shows that Iraq is building more long-range missiles, that it can inflict mass death throughout the region.",9
2002-09-12,gwb,"In 1990, after Iraq's invasion of Kuwait, the world imposed economic sanctions on Iraq.",4
2002-09-12,gwb,Those sanctions were maintained after the war to compel the regime's compliance with Security Council resolutions.,6
2002-09-12,gwb,"In time, Iraq was allowed to use oil revenues to buy food.",3
2002-09-12,gwb,"Saddam Hussein has subverted this program, working around the sanctions to buy missile technology and military materials.",5
2002-09-12,gwb,"He blames the suffering of Iraq's people on the United Nations, even as he uses his oil wealth to build lavish palaces for himself and to buy arms for his country.",6
2002-09-12,gwb,"By refusing to comply with his own agreements, he bears full guilt for the hunger and misery of innocent Iraqi citizens.",6
2002-09-12,gwb,"In 1991, Iraq promised U.N. inspectors immediate and unrestricted access to verify Iraq's commitment to rid itself of weapons of mass destruction and long-range missiles.",11
2002-09-12,gwb,"Iraq broke this promise, spending 7 years deceiving, evading, and harassing U.N. inspectors before ceasing cooperation entirely.",7
2002-09-12,gwb,"Just months after the 1991 ceasefire, the Security Council twice renewed its demand that the Iraqi regime cooperate fully with inspectors, condemning Iraq's serious violations of its obligations.",7
2002-09-12,gwb,"The Security Council again renewed that demand in 1994 and twice more in 1996, deploring Iraq's clear violations of its obligations.",5
2002-09-12,gwb,"The Security Council renewed its demand three more times in 1997, citing flagrant violations, and three more times in 1998, calling Iraq's behavior totally unacceptable.",5
2002-09-12,gwb,"And in 1999, the demand was renewed yet again.",2
2002-09-12,gwb,"As we meet today, it's been almost 4 years since the last U.N. inspectors set foot in Iraq, 4 years for the Iraqi regime to plan and to build and to test behind the cloak of secrecy.",8
2002-09-12,gwb,We know that Saddam Hussein pursued weapons of mass murder even when inspectors were in his country.,5
2002-09-12,gwb,Are we to assume that he stopped when they left?,4
2002-09-12,gwb,"The history, the logic, and the facts lead to one conclusion: Saddam Hussein's regime is a grave and gathering danger.",5
2002-09-12,gwb,To suggest otherwise is to hope against the evidence.,4
2002-09-12,gwb,To assume this regime's good faith is to bet the lives of millions and the peace of the world in a reckless gamble.,6
2002-09-12,gwb,And this is a risk we must not take.,3
2002-09-12,gwb,"Delegates to the General Assembly, we have been more than patient.",4
2002-09-12,gwb,We've tried sanctions.,1
2002-09-12,gwb,We've tried the carrot of oil for food and the stick of coalition military strikes.,5
2002-09-12,gwb,But Saddam Hussein has defied all these efforts and continues to develop weapons of mass destruction.,6
2002-09-12,gwb,"The first time we may be completely certain he has a— nuclear weapons is when, God forbids, he uses one.",6
2002-09-12,gwb,We owe it to all our citizens to do everything in our power to prevent that day from coming.,4
2002-09-12,gwb,The conduct of the Iraqi regime is a threat to the authority of the United Nations and a threat to peace.,6
2002-09-12,gwb,Iraq has answered a decade of U.N. demands with a decade of defiance.,4
2002-09-12,gwb,All the world now faces a test and the United Nations a difficult and defining moment.,3
2002-09-12,gwb,Are Security Council resolutions to be honored and enforced or cast aside without consequence?,5
2002-09-12,gwb,"Will the United Nations serve the purpose of its founding, or will it be irrelevant?",4
2002-09-12,gwb,The United States helped found the United Nations.,3
2002-09-12,gwb,We want the United Nations to be effective and respectful and successful.,4
2002-09-12,gwb,We want the resolutions of the world's most important multilateral body to be enforced.,6
2002-09-12,gwb,And right now those resolutions are being unilaterally subverted by the Iraqi regime.,3
2002-09-12,gwb,Our partnership of nations can meet the test before us by making clear what we now expect of the Iraqi regime.,6
2002-09-12,gwb,"If the Iraqi regime wishes peace, it will immediately and unconditionally forswear, disclose, and remove or destroy all weapons of mass destruction, long-range missiles, and all related material.",8
2002-09-12,gwb,"If the Iraqi regime wishes peace, it will immediately end all support for terrorism and act to suppress it, as all states are required to do by U.N. Security Council resolutions.",7
2002-09-12,gwb,"If the Iraqi regime wishes peace, it will cease persecution of its civilian population, including Shi'a, Sunnis, Kurds, Turkomans, and others, again as required by Security Council resolutions.",9
2002-09-12,gwb,"If the Iraqi regime wishes peace, it will release or account for all Gulf war personnel whose fate is still unknown.",6
2002-09-12,gwb,"It will return the remains of any who are deceased, return stolen property, accept liability for losses resulting from the invasion of Kuwait, and fully cooperate with international efforts to resolve these issues, as required by Security Council resolutions.",10
2002-09-12,gwb,"If the Iraqi regime wishes peace, it will immediately end all illicit trade outside the oil-for-food program.",6
2002-09-12,gwb,"It will accept U.N. administration of funds from that program, to ensure that the money is used fairly and promptly for the benefit of the Iraqi people.",7
2002-09-12,gwb,"If all these steps are taken, it will signal a new openness and accountability in Iraq.",3
2002-09-12,gwb,"And it could open the prospect of the United Nations helping to build a government that represents all Iraqis, a government based on respect for human rights, economic liberty, and internationally supervised elections.",14
2002-09-12,gwb,The United States has no quarrel with the Iraqi people.,4
2002-09-12,gwb,They've suffered too long in silent captivity.,3
2002-09-12,gwb,Liberty for the Iraqi people is a great moral cause and a great strategic goal.,4
2002-09-12,gwb,The people of Iraq deserve it; the security of all nations requires it.,4
2002-09-12,gwb,"Free societies do not intimidate through cruelty and conquest, and open societies do not threaten the world with mass murder.",4
2002-09-12,gwb,The United States supports political and economic liberty in a unified Iraq.,3
2002-09-12,gwb,"We can harbor no illusions, and that's important today to remember.",3
2002-09-12,gwb,Saddam Hussein attacked Iran in 1980 and Kuwait in 1990.,2
2002-09-12,gwb,"He's fired ballistic missiles at Iran and Saudi Arabia, Bahrain, and Israel.",6
2002-09-12,gwb,His regime once ordered the killing of every person between the ages of 15 and 70 in certain Kurdish villages in northern Iraq.,8
2002-09-12,gwb,He has gassed many Iranians and 40 Iraqi villages.,3
2002-09-12,gwb,My Nation will work with the U.N. Security Council to meet our common challenge.,3
2002-09-12,gwb,"If Iraq's regime defies us again, the world must move deliberately, decisively to hold Iraq to account.",4
2002-09-12,gwb,We will work with the U.N. Security Council for the necessary resolutions.,3
2002-09-12,gwb,But the purposes of the United States should not be doubted.,4
2002-09-12,gwb,"The Security Council resolutions will be enforced, the just demands of peace and security will be met, or action will be unavoidable.",5
2002-09-12,gwb,And a regime that has lost its legitimacy will also lose its power.,4
2002-09-12,gwb,Events can turn in one of two ways.,4
2002-09-12,gwb,"If we fail to act in the face of danger, the people of Iraq will continue to live in brutal submission.",6
2002-09-12,gwb,"The regime will have new power to bully and dominate and conquer its neighbors, condemning the Middle East to more years of bloodshed and fear.",10
2002-09-12,gwb,"The regime will remain unstable—the region will remain unstable, with little hope of freedom, and isolated from the progress of our times.",6
2002-09-12,gwb,"With every step the Iraqi regime takes toward gaining and deploying the most terrible weapons, our own options to confront that regime will narrow.",9
2002-09-12,gwb,"And if an emboldened regime were to supply these weapons to terrorist allies, then the attacks of September the 11th would be a prelude to far greater horrors.",5
2002-09-12,gwb,"If we meet our responsibilities, if we overcome this danger, we can arrive at a very different future.",4
2002-09-12,gwb,The people of Iraq can shake off their captivity.,3
2002-09-12,gwb,"They can one day join a democratic Afghanistan and a democratic Palestine, inspiring reforms throughout the Muslim world.",4
2002-09-12,gwb,These nations can show by their example that honest government and respect for women and the great Islamic tradition of learning can triumph in the Middle East and beyond.,5
2002-09-12,gwb,And we will show that the promise of the United Nations can be fulfilled in our time.,5
2002-09-12,gwb,Neither of these outcomes is certain.,4
2002-09-12,gwb,Both have been set before us.,2
2002-09-12,gwb,We must choose between a world of fear and a world of progress.,5
2002-09-12,gwb,We cannot stand by and do nothing while dangers gather.,3
2002-09-12,gwb,We must stand up for our security and for the permanent rights and the hopes of mankind.,6
2002-09-12,gwb,"By heritage and by choice, the United States of America will make that stand.",3
2002-09-12,gwb,"And delegates to the United Nations, you have the power to make that stand as well.",5
2002-09-12,gwb,Thank you very much.,2
2002-09-17,gwb,Thank you all for coming.,2
2002-09-17,gwb,Thanks for that warm welcome -- really warm welcome.,5
2002-09-17,gwb,"Across America today, Americans are reciting 31 world -- words that help define our country.",5
2002-09-17,gwb,"In once sentence we affirm our form of government, our belief in human dignity, our unity as a people, and our reliance on Providence.",6
2002-09-17,gwb,And this pledge takes on a special meaning in a time of war.,4
2002-09-17,gwb,Our enemies hate these words.,2
2002-09-17,gwb,That's what you've got to understand.,3
2002-09-17,gwb,"They hate the words, and they want to erase them.",3
2002-09-17,gwb,"We're determined to stand for these words, and live them out in our lives.",5
2002-09-17,gwb,Our allegiance has never been stronger.,2
2002-09-17,gwb,We've never been more determined.,2
2002-09-17,gwb,And we must work to teach our children to love our nation as much as we do.,5
2002-09-17,gwb,I want to thank you all for coming today.,4
2002-09-17,gwb,I particularly want to thank our Secretary of Education for traveling with me -- Rod Paige.,5
2002-09-17,gwb,I picked Rod out of a lot of really good candidates because I wanted somebody to be in Washington who had actually been on the front lines of educating every child.,8
2002-09-17,gwb,We didn't need any more theory in Washington.,2
2002-09-17,gwb,We needed people that actually done.,3
2002-09-17,gwb,"And when we talk about raising the bar and challenging the soft bigotry of low expectations, so that every child can learn, when we talk about having an accountability system to make sure no child is left behind, our Secretary of Education has actually done it.",8
2002-09-17,gwb,"He ran one of the largest school districts in my state, our state, and he did so with class and dignity.",7
2002-09-17,gwb,"And the children of Houston, Texas are better off for it.",3
2002-09-17,gwb,"Mr. Secretary, thank you for coming.",2
2002-09-17,gwb,I'm also proud to be sharing the stage with another superintendent -- Pedro Garcia.,6
2002-09-17,gwb,"Mucho gusto, Pedro.",1
2002-09-17,gwb,Pedro is a good leader.,2
2002-09-17,gwb,It's very interesting -- we were talking before we came out here and Pedro was a part of what they call Operation Pedro Pan -- Operation Peter Pan.,8
2002-09-17,gwb,"So, by the way, was a member of my Cabinet, Mel Martinez.",4
2002-09-17,gwb,"When both Pedro and Mel were young men, their parents wanted their children to grow up in freedom.",3
2002-09-17,gwb,So they put them on an airplane to a foreign land.,3
2002-09-17,gwb,"They had great faith in America, faith -- so much faith in the ideals of our country that they were willing to trust their teenage children with a stranger in a foreign country.",9
2002-09-17,gwb,And they came and were loved.,2
2002-09-17,gwb,"I don't know, Pedro, whether your mom and dad came, but Mel's mother and daddy came.",4
2002-09-17,gwb,"And I want you all to remember these stories about Pedro, who's now your Superintendent of School, or Mel, who's in my Cabinet, that this country offered so much hope and so much promise, because we believe so strongly in freedom that people, such as the Garcias and the Martinezes were willing to give up their children so they could grow up in a free society.",15
2002-09-17,gwb,I love the story of Pedro Pan.,4
2002-09-17,gwb,"I love the job you're doing, and I wish you all the best.",3
2002-09-17,gwb,"And I'm also so appreciative for Kaye, Kaye Schneider, the principal of East Literature Magnet School, for opening up this school.",9
2002-09-17,gwb,She said it's been an amazing experience.,3
2002-09-17,gwb,"I bet it has, with all these all these advance people and all the entourage here.",5
2002-09-17,gwb,But thanks for opening up this great school.,4
2002-09-17,gwb,"I'm here because this is a center of excellence, a school that refuses to leave any child behind, and it starts with having a good solid, sound principal.",9
2002-09-17,gwb,"So, Kaye, thank you very much.",2
2002-09-17,gwb,I want to thank all the teachers who are here.,4
2002-09-17,gwb,Thank you for taking on a noble profession.,4
2002-09-17,gwb,"Old Sam Houston, he used to live in Tennessee.",3
2002-09-17,gwb,And at one time he had been the governor of Texas and a senator from Texas.,4
2002-09-17,gwb,"And he was a famous Tennessee guy, and he was President of the Republic of Texas.",6
2002-09-17,gwb,"And they said, of all the jobs you've ever had, Sam, what was the most important one?",4
2002-09-17,gwb,"He said, without hesitation, teacher, because he had been a teacher.",3
2002-09-17,gwb,I want to thank the mothers and dads who are here.,4
2002-09-17,gwb,Thank you for coming.,2
2002-09-17,gwb,"You, too, are teachers.",1
2002-09-17,gwb,"The best education starts at home, by loving your children with all your heart and all your soul.",6
2002-09-17,gwb,I want to thank the students who are here.,4
2002-09-17,gwb,Thanks for letting me come by and visit with you.,6
2002-09-17,gwb,"I appreciate very much elected officials who have come today: Senator Fred Thompson, Senator Bill Frist, Congressman Zach Wamp, Congressman Van Hilleary, Congressman Bob Clement, Congressman Bart Gordon, Congressman Ed Bryant.",9
2002-09-17,gwb,"I want to thank your Mayor, Bill Purcell, for coming as well, the Mayor of Nashville.",5
2002-09-17,gwb,"Thank my friend, Lamar Alexander, for being here.",3
2002-09-17,gwb,"But most of all, I want to thank you all for giving me a chance to come and share some thoughts.",8
2002-09-17,gwb,"It is very important for our youngsters to understand history, the history of our country, the ideals that make our country strong.",6
2002-09-17,gwb,"This morning at the Rose Garden I kicked off a national initiative, and I'm going to describe some of what we're going to do to make sure that we teach more history to our children.",12
2002-09-17,gwb,Especially important in a time of war that our children understand the context of why we fight.,5
